Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein,Collection_Date
WNN29012,Bovine coronavirus,GenBank,,OR603989,BCoV/SWUN/HXD5/2022,Betacoronavirus 1,1363,spike protein,2022
WNN29013,Bovine coronavirus,GenBank,,OR603989,BCoV/SWUN/HXD5/2022,Betacoronavirus 1,29,nonstructural protein,2022
WNN29014,Bovine coronavirus,GenBank,,OR603989,BCoV/SWUN/HXD5/2022,Betacoronavirus 1,36,nonstructural protein,2022
WNN29015,Bovine coronavirus,GenBank,,OR603989,BCoV/SWUN/HXD5/2022,Betacoronavirus 1,109,nonstructural protein,2022
WNN29016,Bovine coronavirus,GenBank,,OR603989,BCoV/SWUN/HXD5/2022,Betacoronavirus 1,84,envelope protein,2022
WNN29017,Bovine coronavirus,GenBank,,OR603989,BCoV/SWUN/HXD5/2022,Betacoronavirus 1,230,membrane protein,2022
WNN29018,Bovine coronavirus,GenBank,,OR603989,BCoV/SWUN/HXD5/2022,Betacoronavirus 1,448,nucleocapsid protein,2022
WNA12559,Bovine coronavirus,GenBank,,OR546047,PL/2014/Wlkp1/I/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12560,Bovine coronavirus,GenBank,,OR546048,PL/2014/Wlkp1/II/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12561,Bovine coronavirus,GenBank,,OR546049,PL/2014/Wlkp1/III/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12562,Bovine coronavirus,GenBank,,OR546050,PL/2014/Wlkp1/IV/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12563,Bovine coronavirus,GenBank,,OR546051,PL/2014/Pod1/I/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12564,Bovine coronavirus,GenBank,,OR546052,PL/2014/Pod1/II/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12565,Bovine coronavirus,GenBank,,OR546053,PL/2014/Wlkp2/I/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12566,Bovine coronavirus,GenBank,,OR546054,PL/2014/Wlkp3/I/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12567,Bovine coronavirus,GenBank,,OR546055,PL/2014/Op1/I/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12568,Bovine coronavirus,GenBank,,OR546056,PL/2014/Op1/II/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12569,Bovine coronavirus,GenBank,,OR546057,PL/2014/Op1/III/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12570,Bovine coronavirus,GenBank,,OR546058,PL/2014/Op1/IV/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12571,Bovine coronavirus,GenBank,,OR546059,PL/2014/Pom/I/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12572,Bovine coronavirus,GenBank,,OR546060,PL/2014/Wlkp4/V/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12573,Bovine coronavirus,GenBank,,OR546061,PL/2014/Wlkp4/IV/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12574,Bovine coronavirus,GenBank,,OR546062,PL/2014/Wlkp4/III/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12575,Bovine coronavirus,GenBank,,OR546063,PL/2014/Wlkp4/II/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12576,Bovine coronavirus,GenBank,,OR546064,PL/2014/Wlkp4/I/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2014
WNA12577,Bovine coronavirus,GenBank,,OR546065,PL/2020/Lub1/I/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2020
WNA12578,Bovine coronavirus,GenBank,,OR546066,PL/2020/Lub1/II/BCoV,Betacoronavirus 1,144,RNA-dependent RNA polymerase,2020
WMM66283,Bovine coronavirus,GenBank,,OR492292,BCoV_Pakistan/BCoV Cattle_09/2023,Betacoronavirus 1,27,nucleocapsid protein,2023-01-16
WMM66284,Bovine coronavirus,GenBank,,OR492293,BCoV_Pakistan/BCoV Cattle_36/2023,Betacoronavirus 1,27,nucleocapsid protein,2023-01-28
WMI30849,Bovine coronavirus,GenBank,,OR464029,KCD_SS150,Betacoronavirus 1,1358,spike protein,2022-05-24
WMI30850,Bovine coronavirus,GenBank,,OR464030,KCD_SS152,Betacoronavirus 1,1358,spike protein,2022-05-24
WMI30851,Bovine coronavirus,GenBank,,OR464031,KCD_SS153,Betacoronavirus 1,1358,spike protein,2022-05-24
WMI30852,Bovine coronavirus,GenBank,,OR464032,KCD_SS168,Betacoronavirus 1,1358,spike protein,2022-05-24
WMI30853,Bovine coronavirus,GenBank,,OR464033,KCD_BA203,Betacoronavirus 1,1358,spike protein,2022-05-31
WMI30854,Bovine coronavirus,GenBank,,OR464034,KCD_CW86,Betacoronavirus 1,1357,spike protein,2022-04-05
WMI30855,Bovine coronavirus,GenBank,,OR464035,KCD_CW88,Betacoronavirus 1,1356,spike protein,2022-04-05
WMI30856,Bovine coronavirus,GenBank,,OR464036,KCD_CW89,Betacoronavirus 1,1357,spike protein,2022-04-05
WMI30857,Bovine coronavirus,GenBank,,OR464037,KCD_GGY,Betacoronavirus 1,1357,spike protein,2022-01-10
WMI30858,Bovine coronavirus,GenBank,,OR464038,KCD_GIS3,Betacoronavirus 1,1353,spike protein,2022-03-10
WMI30859,Bovine coronavirus,GenBank,,OR464039,KCD_JDC,Betacoronavirus 1,1353,spike protein,2022-02-07
WMI30860,Bovine coronavirus,GenBank,,OR464040,KCD_LHB,Betacoronavirus 1,1355,spike protein,2022-04-04
WMI30861,Bovine coronavirus,GenBank,,OR464041,KCD_NHG2,Betacoronavirus 1,1363,spike protein,2022-04-04
WMI30862,Bovine coronavirus,GenBank,,OR464042,KCD_NJG,Betacoronavirus 1,1355,spike protein,2022-01-10
WMI30863,Bovine coronavirus,GenBank,,OR464043,KCD_SDG,Betacoronavirus 1,1357,spike protein,2022-01-10
WMI30864,Bovine coronavirus,GenBank,,OR464044,KCD_SS84_Abomasum,Betacoronavirus 1,289,spike protein,2023-04-01
WMI30865,Bovine coronavirus,GenBank,,OR464045,KCD_SS84_Brain,Betacoronavirus 1,296,spike protein,2023-04-01
WMI30866,Bovine coronavirus,GenBank,,OR464046,KCD_SS84_Feces,Betacoronavirus 1,296,spike protein,2023-04-01
WMI30867,Bovine coronavirus,GenBank,,OR464047,KCD_SS84_Kidney,Betacoronavirus 1,294,spike protein,2023-04-01
WMI30868,Bovine coronavirus,GenBank,,OR464048,KCD_SS84_LI,Betacoronavirus 1,296,spike protein,2023-04-01
WMI30869,Bovine coronavirus,GenBank,,OR464049,KCD_SS84_Lungs,Betacoronavirus 1,296,spike protein,2023-04-01
WMI30870,Bovine coronavirus,GenBank,,OR464050,KCD_SS84_MLN,Betacoronavirus 1,295,spike protein,2023-04-01
WMI30871,Bovine coronavirus,GenBank,,OR464051,KCD_SS84_SI,Betacoronavirus 1,295,spike protein,2023-04-01
UXR26720,Bovine coronavirus,GenBank,,OP554364,AUT-255/22,Betacoronavirus 1,448,nucleocapsid protein,2021
UXR26722,Bovine coronavirus,GenBank,,OP554366,AUT-270/22,Betacoronavirus 1,448,nucleocapsid protein,2022
UXR26723,Bovine coronavirus,GenBank,,OP554367,AUT-275/22,Betacoronavirus 1,448,nucleocapsid protein,2022
WKR38816,Bovine coronavirus,GenBank,,OR271239,S1,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38817,Bovine coronavirus,GenBank,,OR271239,S1,Betacoronavirus 1,1363,spike,2022
WKR38818,Bovine coronavirus,GenBank,,OR271240,S2,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38819,Bovine coronavirus,GenBank,,OR271240,S2,Betacoronavirus 1,1363,spike,2022
WKR38820,Bovine coronavirus,GenBank,,OR271241,S3,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38821,Bovine coronavirus,GenBank,,OR271241,S3,Betacoronavirus 1,1363,spike,2022
WKR38822,Bovine coronavirus,GenBank,,OR271242,S4,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38823,Bovine coronavirus,GenBank,,OR271242,S4,Betacoronavirus 1,1363,spike,2022
WKR38824,Bovine coronavirus,GenBank,,OR271243,S5,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38825,Bovine coronavirus,GenBank,,OR271243,S5,Betacoronavirus 1,1363,spike,2022
WKR38826,Bovine coronavirus,GenBank,,OR271244,S6,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38827,Bovine coronavirus,GenBank,,OR271244,S6,Betacoronavirus 1,1363,spike,2022
WKR38828,Bovine coronavirus,GenBank,,OR271245,S7,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38829,Bovine coronavirus,GenBank,,OR271245,S7,Betacoronavirus 1,1363,spike,2022
WKR38830,Bovine coronavirus,GenBank,,OR271246,S8,Betacoronavirus 1,176,hemagglutinin esterase,2022
WKR38831,Bovine coronavirus,GenBank,,OR271246,S8,Betacoronavirus 1,1363,spike,2022
WKR38832,Bovine coronavirus,GenBank,,OR271247,S9,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38833,Bovine coronavirus,GenBank,,OR271247,S9,Betacoronavirus 1,1363,spike,2022
WKR38834,Bovine coronavirus,GenBank,,OR271248,S10,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38835,Bovine coronavirus,GenBank,,OR271248,S10,Betacoronavirus 1,1363,spike,2022
WKR38836,Bovine coronavirus,GenBank,,OR271249,S11,Betacoronavirus 1,1363,spike,2022
WKR38837,Bovine coronavirus,GenBank,,OR271250,S12,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38838,Bovine coronavirus,GenBank,,OR271250,S12,Betacoronavirus 1,1363,spike,2022
WKR38839,Bovine coronavirus,GenBank,,OR271251,S13,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38840,Bovine coronavirus,GenBank,,OR271251,S13,Betacoronavirus 1,1363,spike,2022
WKR38841,Bovine coronavirus,GenBank,,OR271252,S14,Betacoronavirus 1,1363,spike,2022
WKR38842,Bovine coronavirus,GenBank,,OR271253,S15,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38843,Bovine coronavirus,GenBank,,OR271253,S15,Betacoronavirus 1,1363,spike,2022
WKR38844,Bovine coronavirus,GenBank,,OR271254,S17,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38845,Bovine coronavirus,GenBank,,OR271254,S17,Betacoronavirus 1,1363,spike,2022
WKR38846,Bovine coronavirus,GenBank,,OR271255,S116,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38847,Bovine coronavirus,GenBank,,OR271255,S116,Betacoronavirus 1,1363,spike,2022
WKR38848,Bovine coronavirus,GenBank,,OR271256,S117,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38849,Bovine coronavirus,GenBank,,OR271256,S117,Betacoronavirus 1,1363,spike,2022
WKR38850,Bovine coronavirus,GenBank,,OR271257,S119,Betacoronavirus 1,424,hemagglutinin esterase,2022
WKR38851,Bovine coronavirus,GenBank,,OR271257,S119,Betacoronavirus 1,1363,spike,2022
WBO26560,Bovine coronavirus,GenBank,,OQ161705,KIRIKKALE,Betacoronavirus 1,4383,Orf1a,2019
WBO26561,Bovine coronavirus,GenBank,,OQ161705,KIRIKKALE,Betacoronavirus 1,7094,Orf1ab polyprotein,2019
WBO26562,Bovine coronavirus,GenBank,,OQ161705,KIRIKKALE,Betacoronavirus 1,278,NS2,2019
WBO26563,Bovine coronavirus,GenBank,,OQ161705,KIRIKKALE,Betacoronavirus 1,424,hemagglutinin esterase,2019
WBO26564,Bovine coronavirus,GenBank,,OQ161705,KIRIKKALE,Betacoronavirus 1,1376,spike,2019
WBO26565,Bovine coronavirus,GenBank,,OQ161705,KIRIKKALE,Betacoronavirus 1,43,NS4.9,2019
WBO26566,Bovine coronavirus,GenBank,,OQ161705,KIRIKKALE,Betacoronavirus 1,43,NS4.8,2019
WBO26567,Bovine coronavirus,GenBank,,OQ161705,KIRIKKALE,Betacoronavirus 1,109,NS12.7,2019
WBO26568,Bovine coronavirus,GenBank,,OQ161705,KIRIKKALE,Betacoronavirus 1,84,envelope,2019
WBO26569,Bovine coronavirus,GenBank,,OQ161705,KIRIKKALE,Betacoronavirus 1,230,membrane,2019
WBO26570,Bovine coronavirus,GenBank,,OQ161705,KIRIKKALE,Betacoronavirus 1,448,nucleocapsid protein,2019
WJJ08899,Bovine coronavirus,GenBank,,OR136878,Mshk-2/Bachu/Xinjiang/China/2020,Betacoronavirus 1,1363,spike protein,2021-03-05
WIV84637,Bovine coronavirus,GenBank,,OR124732,Mshk-1/Shule/Xinjiang/China/2022,Betacoronavirus 1,1363,spike protein,2022-12-24
WIM49703,Bovine coronavirus,GenBank,,OR077306,HMsz2207,Betacoronavirus 1,7094,orf1ab protein,2022-07
WIM49704,Bovine coronavirus,GenBank,,OR077306,HMsz2207,Betacoronavirus 1,4383,orf1a protein,2022-07
WIM49705,Bovine coronavirus,GenBank,,OR077306,HMsz2207,Betacoronavirus 1,278,32 kDa protein product,2022-07
WIM49706,Bovine coronavirus,GenBank,,OR077306,HMsz2207,Betacoronavirus 1,424,hemagglutinin esterase,2022-07
WIM49707,Bovine coronavirus,GenBank,,OR077306,HMsz2207,Betacoronavirus 1,1363,spike protein,2022-07
WIM49708,Bovine coronavirus,GenBank,,OR077306,HMsz2207,Betacoronavirus 1,109,12.7 kDa non structural protein,2022-07
WIM49709,Bovine coronavirus,GenBank,,OR077306,HMsz2207,Betacoronavirus 1,84,envelope protein,2022-07
WIM49710,Bovine coronavirus,GenBank,,OR077306,HMsz2207,Betacoronavirus 1,230,membrane protein,2022-07
WIM49711,Bovine coronavirus,GenBank,,OR077306,HMsz2207,Betacoronavirus 1,448,nucleocapsid protein,2022-07
WIM49712,Bovine coronavirus,GenBank,,OR077307,ZJ2303G,Betacoronavirus 1,7094,orf1ab protein,2023-03
WIM49713,Bovine coronavirus,GenBank,,OR077307,ZJ2303G,Betacoronavirus 1,4383,orf1a protein,2023-03
WIM49714,Bovine coronavirus,GenBank,,OR077307,ZJ2303G,Betacoronavirus 1,278,32 kDa protein product,2023-03
WIM49715,Bovine coronavirus,GenBank,,OR077307,ZJ2303G,Betacoronavirus 1,424,hemagglutinin esterase,2023-03
WIM49716,Bovine coronavirus,GenBank,,OR077307,ZJ2303G,Betacoronavirus 1,1363,spike protein,2023-03
WIM49717,Bovine coronavirus,GenBank,,OR077307,ZJ2303G,Betacoronavirus 1,109,12.7 kDa non structural protein,2023-03
WIM49718,Bovine coronavirus,GenBank,,OR077307,ZJ2303G,Betacoronavirus 1,84,envelope protein,2023-03
WIM49719,Bovine coronavirus,GenBank,,OR077307,ZJ2303G,Betacoronavirus 1,230,membrane protein,2023-03
WIM49720,Bovine coronavirus,GenBank,,OR077307,ZJ2303G,Betacoronavirus 1,448,nucleocapsid protein,2023-03
WIM49721,Bovine coronavirus,GenBank,,OR077308,RG23F3,Betacoronavirus 1,7094,orf1ab protein,2023-04
WIM49722,Bovine coronavirus,GenBank,,OR077308,RG23F3,Betacoronavirus 1,4383,orf1a protein,2023-04
WIM49723,Bovine coronavirus,GenBank,,OR077308,RG23F3,Betacoronavirus 1,278,32 kDa protein product,2023-04
WIM49724,Bovine coronavirus,GenBank,,OR077308,RG23F3,Betacoronavirus 1,424,hemagglutinin esterase,2023-04
WIM49725,Bovine coronavirus,GenBank,,OR077308,RG23F3,Betacoronavirus 1,1363,spike protein,2023-04
WIM49726,Bovine coronavirus,GenBank,,OR077308,RG23F3,Betacoronavirus 1,109,12.7 kDa non structural protein,2023-04
WIM49727,Bovine coronavirus,GenBank,,OR077308,RG23F3,Betacoronavirus 1,84,envelope protein,2023-04
WIM49728,Bovine coronavirus,GenBank,,OR077308,RG23F3,Betacoronavirus 1,230,membrane protein,2023-04
WIM49729,Bovine coronavirus,GenBank,,OR077308,RG23F3,Betacoronavirus 1,448,nucleocapsid protein,2023-04
WIM49730,Bovine coronavirus,GenBank,,OR077309,AHFY2302G,Betacoronavirus 1,7094,orf1ab protein,2023-02
WIM49731,Bovine coronavirus,GenBank,,OR077309,AHFY2302G,Betacoronavirus 1,4383,orf1a protein,2023-02
WIM49732,Bovine coronavirus,GenBank,,OR077309,AHFY2302G,Betacoronavirus 1,278,32 kDa protein product,2023-02
WIM49733,Bovine coronavirus,GenBank,,OR077309,AHFY2302G,Betacoronavirus 1,424,hemagglutinin esterase,2023-02
WIM49734,Bovine coronavirus,GenBank,,OR077309,AHFY2302G,Betacoronavirus 1,1363,spike protein,2023-02
WIM49735,Bovine coronavirus,GenBank,,OR077309,AHFY2302G,Betacoronavirus 1,109,12.7 kDa non structural protein,2023-02
WIM49736,Bovine coronavirus,GenBank,,OR077309,AHFY2302G,Betacoronavirus 1,84,envelope protein,2023-02
WIM49737,Bovine coronavirus,GenBank,,OR077309,AHFY2302G,Betacoronavirus 1,230,membrane protein,2023-02
WIM49738,Bovine coronavirus,GenBank,,OR077309,AHFY2302G,Betacoronavirus 1,448,nucleocapsid protein,2023-02
WIM49739,Bovine coronavirus,GenBank,,OR077310,YC2304G,Betacoronavirus 1,7094,orf1ab protein,2023-04
WIM49740,Bovine coronavirus,GenBank,,OR077310,YC2304G,Betacoronavirus 1,4383,orf1a protein,2023-04
WIM49741,Bovine coronavirus,GenBank,,OR077310,YC2304G,Betacoronavirus 1,278,32 kDa protein product,2023-04
WIM49742,Bovine coronavirus,GenBank,,OR077310,YC2304G,Betacoronavirus 1,424,hemagglutinin esterase,2023-04
WIM49743,Bovine coronavirus,GenBank,,OR077310,YC2304G,Betacoronavirus 1,1363,spike protein,2023-04
WIM49744,Bovine coronavirus,GenBank,,OR077310,YC2304G,Betacoronavirus 1,109,12.7 kDa non structural protein,2023-04
WIM49745,Bovine coronavirus,GenBank,,OR077310,YC2304G,Betacoronavirus 1,84,envelope protein,2023-04
WIM49746,Bovine coronavirus,GenBank,,OR077310,YC2304G,Betacoronavirus 1,230,membrane protein,2023-04
WIM49747,Bovine coronavirus,GenBank,,OR077310,YC2304G,Betacoronavirus 1,448,nucleocapsid protein,2023-04
WIM49748,Bovine coronavirus,GenBank,,OR077311,XJCJ2301G,Betacoronavirus 1,7094,orf1ab protein,2023-01
WIM49749,Bovine coronavirus,GenBank,,OR077311,XJCJ2301G,Betacoronavirus 1,4383,orf1a protein,2023-01
WIM49750,Bovine coronavirus,GenBank,,OR077311,XJCJ2301G,Betacoronavirus 1,278,32 kDa protein product,2023-01
WIM49751,Bovine coronavirus,GenBank,,OR077311,XJCJ2301G,Betacoronavirus 1,424,hemagglutinin esterase,2023-01
WIM49752,Bovine coronavirus,GenBank,,OR077311,XJCJ2301G,Betacoronavirus 1,1363,spike protein,2023-01
WIM49753,Bovine coronavirus,GenBank,,OR077311,XJCJ2301G,Betacoronavirus 1,109,12.7 kDa non structural protein,2023-01
WIM49754,Bovine coronavirus,GenBank,,OR077311,XJCJ2301G,Betacoronavirus 1,84,envelope protein,2023-01
WIM49755,Bovine coronavirus,GenBank,,OR077311,XJCJ2301G,Betacoronavirus 1,230,membrane protein,2023-01
WIM49756,Bovine coronavirus,GenBank,,OR077311,XJCJ2301G,Betacoronavirus 1,448,nucleocapsid protein,2023-01
WIM49757,Bovine coronavirus,GenBank,,OR077312,HBLF2302,Betacoronavirus 1,7094,orf1ab protein,2023-02
WIM49758,Bovine coronavirus,GenBank,,OR077312,HBLF2302,Betacoronavirus 1,4383,orf1a protein,2023-02
WIM49759,Bovine coronavirus,GenBank,,OR077312,HBLF2302,Betacoronavirus 1,278,32 kDa protein product,2023-02
WIM49760,Bovine coronavirus,GenBank,,OR077312,HBLF2302,Betacoronavirus 1,424,hemagglutinin esterase,2023-02
WIM49761,Bovine coronavirus,GenBank,,OR077312,HBLF2302,Betacoronavirus 1,1363,spike protein,2023-02
WIM49762,Bovine coronavirus,GenBank,,OR077312,HBLF2302,Betacoronavirus 1,109,12.7 kDa non structural protein,2023-02
WIM49763,Bovine coronavirus,GenBank,,OR077312,HBLF2302,Betacoronavirus 1,84,envelope protein,2023-02
WIM49764,Bovine coronavirus,GenBank,,OR077312,HBLF2302,Betacoronavirus 1,230,membrane protein,2023-02
WIM49765,Bovine coronavirus,GenBank,,OR077312,HBLF2302,Betacoronavirus 1,448,nucleocapsid protein,2023-02
WIM49766,Bovine coronavirus,GenBank,,OR077313,GZBJ2207,Betacoronavirus 1,7094,orf1ab protein,2022-07
WIM49767,Bovine coronavirus,GenBank,,OR077313,GZBJ2207,Betacoronavirus 1,4383,orf1a protein,2022-07
WIM49768,Bovine coronavirus,GenBank,,OR077313,GZBJ2207,Betacoronavirus 1,278,32 kDa protein product,2022-07
WIM49769,Bovine coronavirus,GenBank,,OR077313,GZBJ2207,Betacoronavirus 1,424,hemagglutinin esterase,2022-07
WIM49770,Bovine coronavirus,GenBank,,OR077313,GZBJ2207,Betacoronavirus 1,1363,spike protein,2022-07
WIM49771,Bovine coronavirus,GenBank,,OR077313,GZBJ2207,Betacoronavirus 1,109,12.7 kDa non structural protein,2022-07
WIM49772,Bovine coronavirus,GenBank,,OR077313,GZBJ2207,Betacoronavirus 1,84,envelope protein,2022-07
WIM49773,Bovine coronavirus,GenBank,,OR077313,GZBJ2207,Betacoronavirus 1,230,membrane protein,2022-07
WIM49774,Bovine coronavirus,GenBank,,OR077313,GZBJ2207,Betacoronavirus 1,448,nucleocapsid protein,2022-07
WIM49775,Bovine coronavirus,GenBank,,OR077314,HBSJZ2112,Betacoronavirus 1,7094,orf1ab protein,2021-12
WIM49776,Bovine coronavirus,GenBank,,OR077314,HBSJZ2112,Betacoronavirus 1,4383,orf1a protein,2021-12
WIM49777,Bovine coronavirus,GenBank,,OR077314,HBSJZ2112,Betacoronavirus 1,278,32 kDa protein product,2021-12
WIM49778,Bovine coronavirus,GenBank,,OR077314,HBSJZ2112,Betacoronavirus 1,424,hemagglutinin esterase,2021-12
WIM49779,Bovine coronavirus,GenBank,,OR077314,HBSJZ2112,Betacoronavirus 1,1363,spike protein,2021-12
WIM49780,Bovine coronavirus,GenBank,,OR077314,HBSJZ2112,Betacoronavirus 1,109,12.7 kDa non structural protein,2021-12
WIM49781,Bovine coronavirus,GenBank,,OR077314,HBSJZ2112,Betacoronavirus 1,84,envelope protein,2021-12
WIM49782,Bovine coronavirus,GenBank,,OR077314,HBSJZ2112,Betacoronavirus 1,230,membrane protein,2021-12
WIM49783,Bovine coronavirus,GenBank,,OR077314,HBSJZ2112,Betacoronavirus 1,448,nucleocapsid protein,2021-12
WIM49784,Bovine coronavirus,GenBank,,OR077315,HBSJZ2202,Betacoronavirus 1,7094,orf1ab protein,2022-02
WIM49785,Bovine coronavirus,GenBank,,OR077315,HBSJZ2202,Betacoronavirus 1,4383,orf1a protein,2022-02
WIM49786,Bovine coronavirus,GenBank,,OR077315,HBSJZ2202,Betacoronavirus 1,278,32 kDa protein product,2022-02
WIM49787,Bovine coronavirus,GenBank,,OR077315,HBSJZ2202,Betacoronavirus 1,428,hemagglutinin esterase,2022-02
WIM49788,Bovine coronavirus,GenBank,,OR077315,HBSJZ2202,Betacoronavirus 1,1363,spike protein,2022-02
WIM49789,Bovine coronavirus,GenBank,,OR077315,HBSJZ2202,Betacoronavirus 1,109,12.7 kDa non structural protein,2022-02
WIM49790,Bovine coronavirus,GenBank,,OR077315,HBSJZ2202,Betacoronavirus 1,84,envelope protein,2022-02
WIM49791,Bovine coronavirus,GenBank,,OR077315,HBSJZ2202,Betacoronavirus 1,230,membrane protein,2022-02
WIM49792,Bovine coronavirus,GenBank,,OR077315,HBSJZ2202,Betacoronavirus 1,448,nucleocapsid protein,2022-02
WIM49793,Bovine coronavirus,GenBank,,OR077316,JSYZ2209,Betacoronavirus 1,7093,orf1ab protein,2022-09
WIM49794,Bovine coronavirus,GenBank,,OR077316,JSYZ2209,Betacoronavirus 1,4382,orf1a protein,2022-09
WIM49795,Bovine coronavirus,GenBank,,OR077316,JSYZ2209,Betacoronavirus 1,278,32 kDa protein product,2022-09
WIM49796,Bovine coronavirus,GenBank,,OR077316,JSYZ2209,Betacoronavirus 1,428,hemagglutinin esterase,2022-09
WIM49797,Bovine coronavirus,GenBank,,OR077316,JSYZ2209,Betacoronavirus 1,1363,spike protein,2022-09
WIM49798,Bovine coronavirus,GenBank,,OR077316,JSYZ2209,Betacoronavirus 1,109,12.7 kDa non structural protein,2022-09
WIM49799,Bovine coronavirus,GenBank,,OR077316,JSYZ2209,Betacoronavirus 1,84,envelope protein,2022-09
WIM49800,Bovine coronavirus,GenBank,,OR077316,JSYZ2209,Betacoronavirus 1,230,membrane protein,2022-09
WIM49801,Bovine coronavirus,GenBank,,OR077316,JSYZ2209,Betacoronavirus 1,448,nucleocapsid protein,2022-09
WIM49802,Bovine coronavirus,GenBank,,OR077317,ZJNB2106,Betacoronavirus 1,7094,orf1ab protein,2021-06
WIM49803,Bovine coronavirus,GenBank,,OR077317,ZJNB2106,Betacoronavirus 1,4383,orf1a protein,2021-06
WIM49804,Bovine coronavirus,GenBank,,OR077317,ZJNB2106,Betacoronavirus 1,278,32 kDa protein product,2021-06
WIM49805,Bovine coronavirus,GenBank,,OR077317,ZJNB2106,Betacoronavirus 1,424,hemagglutinin esterase,2021-06
WIM49806,Bovine coronavirus,GenBank,,OR077317,ZJNB2106,Betacoronavirus 1,1363,spike protein,2021-06
WIM49807,Bovine coronavirus,GenBank,,OR077317,ZJNB2106,Betacoronavirus 1,109,12.7 kDa non structural protein,2021-06
WIM49808,Bovine coronavirus,GenBank,,OR077317,ZJNB2106,Betacoronavirus 1,84,envelope protein,2021-06
WIM49809,Bovine coronavirus,GenBank,,OR077317,ZJNB2106,Betacoronavirus 1,230,membrane protein,2021-06
WIM49810,Bovine coronavirus,GenBank,,OR077317,ZJNB2106,Betacoronavirus 1,448,nucleocapsid protein,2021-06
WIM49811,Bovine coronavirus,GenBank,,OR088593,BCoV/YN1LC/2023,Betacoronavirus 1,7094,ORF1ab polyprotein,2023
WIM49812,Bovine coronavirus,GenBank,,OR088593,BCoV/YN1LC/2023,Betacoronavirus 1,4383,ORF1a polyprotein,2023
WIM49813,Bovine coronavirus,GenBank,,OR088593,BCoV/YN1LC/2023,Betacoronavirus 1,278,NS2 protein,2023
WIM49814,Bovine coronavirus,GenBank,,OR088593,BCoV/YN1LC/2023,Betacoronavirus 1,424,HE protein,2023
