Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein
UVC32975,Bovine coronavirus,GenBank,,OP037378,MARC/2016/06/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC32976,Bovine coronavirus,GenBank,,OP037378,MARC/2016/06/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC32977,Bovine coronavirus,GenBank,,OP037378,MARC/2016/06/R,Betacoronavirus 1,1363,spike protein
UVC32978,Bovine coronavirus,GenBank,,OP037378,MARC/2016/06/R,Betacoronavirus 1,448,nucleocapsid protein
UVC32979,Bovine coronavirus,GenBank,,OP037378,MARC/2016/06/R,Betacoronavirus 1,424,hemagglutinin-esterase
UVC32980,Bovine coronavirus,GenBank,,OP037378,MARC/2016/06/R,Betacoronavirus 1,278,32 kDa non-structural protein
UVC32981,Bovine coronavirus,GenBank,,OP037378,MARC/2016/06/R,Betacoronavirus 1,230,membrane protein
UVC32982,Bovine coronavirus,GenBank,,OP037378,MARC/2016/06/R,Betacoronavirus 1,207,internal protein
UVC32983,Bovine coronavirus,GenBank,,OP037378,MARC/2016/06/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC32984,Bovine coronavirus,GenBank,,OP037378,MARC/2016/06/R,Betacoronavirus 1,84,envelope protein
UVC32985,Bovine coronavirus,GenBank,,OP037378,MARC/2016/06/R,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC32986,Bovine coronavirus,GenBank,,OP037378,MARC/2016/06/R,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC32987,Bovine coronavirus,GenBank,,OP037379,MARC/2016/07/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC32988,Bovine coronavirus,GenBank,,OP037379,MARC/2016/07/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC32989,Bovine coronavirus,GenBank,,OP037379,MARC/2016/07/R,Betacoronavirus 1,1363,spike protein
UVC32990,Bovine coronavirus,GenBank,,OP037379,MARC/2016/07/R,Betacoronavirus 1,448,nucleocapsid protein
UVC32991,Bovine coronavirus,GenBank,,OP037379,MARC/2016/07/R,Betacoronavirus 1,424,hemagglutinin-esterase
UVC32992,Bovine coronavirus,GenBank,,OP037379,MARC/2016/07/R,Betacoronavirus 1,278,32 kDa non-structural protein
UVC32993,Bovine coronavirus,GenBank,,OP037379,MARC/2016/07/R,Betacoronavirus 1,230,membrane protein
UVC32994,Bovine coronavirus,GenBank,,OP037379,MARC/2016/07/R,Betacoronavirus 1,207,internal protein
UVC32995,Bovine coronavirus,GenBank,,OP037379,MARC/2016/07/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC32996,Bovine coronavirus,GenBank,,OP037379,MARC/2016/07/R,Betacoronavirus 1,84,envelope protein
UVC32997,Bovine coronavirus,GenBank,,OP037379,MARC/2016/07/R,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC32998,Bovine coronavirus,GenBank,,OP037379,MARC/2016/07/R,Betacoronavirus 1,31,4.9 kDa non-structural protein
UVC32999,Bovine coronavirus,GenBank,,OP037380,MARC/2017/01/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33000,Bovine coronavirus,GenBank,,OP037380,MARC/2017/01/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33001,Bovine coronavirus,GenBank,,OP037380,MARC/2017/01/R,Betacoronavirus 1,1363,spike protein
UVC33002,Bovine coronavirus,GenBank,,OP037380,MARC/2017/01/R,Betacoronavirus 1,448,nucleocapsid protein
UVC33003,Bovine coronavirus,GenBank,,OP037380,MARC/2017/01/R,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33004,Bovine coronavirus,GenBank,,OP037380,MARC/2017/01/R,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33005,Bovine coronavirus,GenBank,,OP037380,MARC/2017/01/R,Betacoronavirus 1,230,membrane protein
UVC33006,Bovine coronavirus,GenBank,,OP037380,MARC/2017/01/R,Betacoronavirus 1,207,internal protein
UVC33007,Bovine coronavirus,GenBank,,OP037380,MARC/2017/01/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33008,Bovine coronavirus,GenBank,,OP037380,MARC/2017/01/R,Betacoronavirus 1,84,envelope protein
UVC33009,Bovine coronavirus,GenBank,,OP037380,MARC/2017/01/R,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33010,Bovine coronavirus,GenBank,,OP037380,MARC/2017/01/R,Betacoronavirus 1,7,4.8 kDa non-structural protein
UVC33011,Bovine coronavirus,GenBank,,OP037381,MARC/2017/02/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33012,Bovine coronavirus,GenBank,,OP037381,MARC/2017/02/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33013,Bovine coronavirus,GenBank,,OP037381,MARC/2017/02/E,Betacoronavirus 1,1363,spike protein
UVC33014,Bovine coronavirus,GenBank,,OP037381,MARC/2017/02/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33015,Bovine coronavirus,GenBank,,OP037381,MARC/2017/02/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33016,Bovine coronavirus,GenBank,,OP037381,MARC/2017/02/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33017,Bovine coronavirus,GenBank,,OP037381,MARC/2017/02/E,Betacoronavirus 1,230,membrane protein
UVC33018,Bovine coronavirus,GenBank,,OP037381,MARC/2017/02/E,Betacoronavirus 1,207,internal protein
UVC33019,Bovine coronavirus,GenBank,,OP037381,MARC/2017/02/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33020,Bovine coronavirus,GenBank,,OP037381,MARC/2017/02/E,Betacoronavirus 1,84,envelope protein
UVC33021,Bovine coronavirus,GenBank,,OP037381,MARC/2017/02/E,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33022,Bovine coronavirus,GenBank,,OP037381,MARC/2017/02/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33023,Bovine coronavirus,GenBank,,OP037382,MARC/2017/03/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33024,Bovine coronavirus,GenBank,,OP037382,MARC/2017/03/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33025,Bovine coronavirus,GenBank,,OP037382,MARC/2017/03/E,Betacoronavirus 1,1363,spike protein
UVC33026,Bovine coronavirus,GenBank,,OP037382,MARC/2017/03/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33027,Bovine coronavirus,GenBank,,OP037382,MARC/2017/03/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33028,Bovine coronavirus,GenBank,,OP037382,MARC/2017/03/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33029,Bovine coronavirus,GenBank,,OP037382,MARC/2017/03/E,Betacoronavirus 1,230,membrane protein
UVC33030,Bovine coronavirus,GenBank,,OP037382,MARC/2017/03/E,Betacoronavirus 1,207,internal protein
UVC33031,Bovine coronavirus,GenBank,,OP037382,MARC/2017/03/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33032,Bovine coronavirus,GenBank,,OP037382,MARC/2017/03/E,Betacoronavirus 1,84,envelope protein
UVC33033,Bovine coronavirus,GenBank,,OP037382,MARC/2017/03/E,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33034,Bovine coronavirus,GenBank,,OP037382,MARC/2017/03/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33035,Bovine coronavirus,GenBank,,OP037383,MARC/2017/04/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33036,Bovine coronavirus,GenBank,,OP037383,MARC/2017/04/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33037,Bovine coronavirus,GenBank,,OP037383,MARC/2017/04/E,Betacoronavirus 1,1363,spike protein
UVC33038,Bovine coronavirus,GenBank,,OP037383,MARC/2017/04/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33039,Bovine coronavirus,GenBank,,OP037383,MARC/2017/04/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33040,Bovine coronavirus,GenBank,,OP037383,MARC/2017/04/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33041,Bovine coronavirus,GenBank,,OP037383,MARC/2017/04/E,Betacoronavirus 1,230,membrane protein
UVC33042,Bovine coronavirus,GenBank,,OP037383,MARC/2017/04/E,Betacoronavirus 1,207,internal protein
UVC33043,Bovine coronavirus,GenBank,,OP037383,MARC/2017/04/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33044,Bovine coronavirus,GenBank,,OP037383,MARC/2017/04/E,Betacoronavirus 1,84,envelope protein
UVC33045,Bovine coronavirus,GenBank,,OP037383,MARC/2017/04/E,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33046,Bovine coronavirus,GenBank,,OP037383,MARC/2017/04/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33047,Bovine coronavirus,GenBank,,OP037384,MARC/2017/05/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33048,Bovine coronavirus,GenBank,,OP037384,MARC/2017/05/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33049,Bovine coronavirus,GenBank,,OP037384,MARC/2017/05/R,Betacoronavirus 1,1363,spike protein
UVC33050,Bovine coronavirus,GenBank,,OP037384,MARC/2017/05/R,Betacoronavirus 1,448,nucleocapsid protein
UVC33051,Bovine coronavirus,GenBank,,OP037384,MARC/2017/05/R,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33052,Bovine coronavirus,GenBank,,OP037384,MARC/2017/05/R,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33053,Bovine coronavirus,GenBank,,OP037384,MARC/2017/05/R,Betacoronavirus 1,230,membrane protein
UVC33054,Bovine coronavirus,GenBank,,OP037384,MARC/2017/05/R,Betacoronavirus 1,207,internal protein
UVC33055,Bovine coronavirus,GenBank,,OP037384,MARC/2017/05/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33056,Bovine coronavirus,GenBank,,OP037384,MARC/2017/05/R,Betacoronavirus 1,84,envelope protein
UVC33057,Bovine coronavirus,GenBank,,OP037384,MARC/2017/05/R,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33058,Bovine coronavirus,GenBank,,OP037384,MARC/2017/05/R,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33059,Bovine coronavirus,GenBank,,OP037385,MARC/2017/06/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33060,Bovine coronavirus,GenBank,,OP037385,MARC/2017/06/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33061,Bovine coronavirus,GenBank,,OP037385,MARC/2017/06/R,Betacoronavirus 1,1363,spike protein
UVC33062,Bovine coronavirus,GenBank,,OP037385,MARC/2017/06/R,Betacoronavirus 1,448,nucleocapsid protein
UVC33063,Bovine coronavirus,GenBank,,OP037385,MARC/2017/06/R,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33064,Bovine coronavirus,GenBank,,OP037385,MARC/2017/06/R,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33065,Bovine coronavirus,GenBank,,OP037385,MARC/2017/06/R,Betacoronavirus 1,230,membrane protein
UVC33066,Bovine coronavirus,GenBank,,OP037385,MARC/2017/06/R,Betacoronavirus 1,207,internal protein
UVC33067,Bovine coronavirus,GenBank,,OP037385,MARC/2017/06/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33068,Bovine coronavirus,GenBank,,OP037385,MARC/2017/06/R,Betacoronavirus 1,84,envelope protein
UVC33069,Bovine coronavirus,GenBank,,OP037385,MARC/2017/06/R,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33070,Bovine coronavirus,GenBank,,OP037385,MARC/2017/06/R,Betacoronavirus 1,7,4.8 kDa non-structural protein
UVC33071,Bovine coronavirus,GenBank,,OP037386,MARC/2018/01/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33072,Bovine coronavirus,GenBank,,OP037386,MARC/2018/01/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33073,Bovine coronavirus,GenBank,,OP037386,MARC/2018/01/R,Betacoronavirus 1,1363,spike protein
UVC33074,Bovine coronavirus,GenBank,,OP037386,MARC/2018/01/R,Betacoronavirus 1,448,nucleocapsid protein
UVC33075,Bovine coronavirus,GenBank,,OP037386,MARC/2018/01/R,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33076,Bovine coronavirus,GenBank,,OP037386,MARC/2018/01/R,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33077,Bovine coronavirus,GenBank,,OP037386,MARC/2018/01/R,Betacoronavirus 1,230,membrane protein
UVC33078,Bovine coronavirus,GenBank,,OP037386,MARC/2018/01/R,Betacoronavirus 1,207,internal protein
UVC33079,Bovine coronavirus,GenBank,,OP037386,MARC/2018/01/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33080,Bovine coronavirus,GenBank,,OP037386,MARC/2018/01/R,Betacoronavirus 1,84,envelope protein
UVC33081,Bovine coronavirus,GenBank,,OP037386,MARC/2018/01/R,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33082,Bovine coronavirus,GenBank,,OP037386,MARC/2018/01/R,Betacoronavirus 1,11,4.9 kDa non-structural protein
UVC33083,Bovine coronavirus,GenBank,,OP037387,MARC/2018/02/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33084,Bovine coronavirus,GenBank,,OP037387,MARC/2018/02/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33085,Bovine coronavirus,GenBank,,OP037387,MARC/2018/02/R,Betacoronavirus 1,1363,spike protein
UVC33086,Bovine coronavirus,GenBank,,OP037387,MARC/2018/02/R,Betacoronavirus 1,448,nucleocapsid protein
UVC33087,Bovine coronavirus,GenBank,,OP037387,MARC/2018/02/R,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33088,Bovine coronavirus,GenBank,,OP037387,MARC/2018/02/R,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33089,Bovine coronavirus,GenBank,,OP037387,MARC/2018/02/R,Betacoronavirus 1,230,membrane protein
UVC33090,Bovine coronavirus,GenBank,,OP037387,MARC/2018/02/R,Betacoronavirus 1,207,internal protein
UVC33091,Bovine coronavirus,GenBank,,OP037387,MARC/2018/02/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33092,Bovine coronavirus,GenBank,,OP037387,MARC/2018/02/R,Betacoronavirus 1,84,envelope protein
UVC33093,Bovine coronavirus,GenBank,,OP037387,MARC/2018/02/R,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33094,Bovine coronavirus,GenBank,,OP037387,MARC/2018/02/R,Betacoronavirus 1,11,4.9 kDa non-structural protein
UVC33095,Bovine coronavirus,GenBank,,OP037388,MARC/2018/05/E,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33096,Bovine coronavirus,GenBank,,OP037388,MARC/2018/05/E,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33097,Bovine coronavirus,GenBank,,OP037388,MARC/2018/05/E,Betacoronavirus 1,1363,spike protein
UVC33098,Bovine coronavirus,GenBank,,OP037388,MARC/2018/05/E,Betacoronavirus 1,448,nucleocapsid protein
UVC33099,Bovine coronavirus,GenBank,,OP037388,MARC/2018/05/E,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33100,Bovine coronavirus,GenBank,,OP037388,MARC/2018/05/E,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33101,Bovine coronavirus,GenBank,,OP037388,MARC/2018/05/E,Betacoronavirus 1,230,membrane protein
UVC33102,Bovine coronavirus,GenBank,,OP037388,MARC/2018/05/E,Betacoronavirus 1,207,internal protein
UVC33103,Bovine coronavirus,GenBank,,OP037388,MARC/2018/05/E,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33104,Bovine coronavirus,GenBank,,OP037388,MARC/2018/05/E,Betacoronavirus 1,84,envelope protein
UVC33105,Bovine coronavirus,GenBank,,OP037388,MARC/2018/05/E,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33106,Bovine coronavirus,GenBank,,OP037388,MARC/2018/05/E,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33107,Bovine coronavirus,GenBank,,OP037389,MARC/2019/01/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33108,Bovine coronavirus,GenBank,,OP037389,MARC/2019/01/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33109,Bovine coronavirus,GenBank,,OP037389,MARC/2019/01/R,Betacoronavirus 1,1363,spike protein
UVC33110,Bovine coronavirus,GenBank,,OP037389,MARC/2019/01/R,Betacoronavirus 1,448,nucleocapsid protein
UVC33111,Bovine coronavirus,GenBank,,OP037389,MARC/2019/01/R,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33112,Bovine coronavirus,GenBank,,OP037389,MARC/2019/01/R,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33113,Bovine coronavirus,GenBank,,OP037389,MARC/2019/01/R,Betacoronavirus 1,230,membrane protein
UVC33114,Bovine coronavirus,GenBank,,OP037389,MARC/2019/01/R,Betacoronavirus 1,207,internal protein
UVC33115,Bovine coronavirus,GenBank,,OP037389,MARC/2019/01/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33116,Bovine coronavirus,GenBank,,OP037389,MARC/2019/01/R,Betacoronavirus 1,84,envelope protein
UVC33117,Bovine coronavirus,GenBank,,OP037389,MARC/2019/01/R,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33118,Bovine coronavirus,GenBank,,OP037389,MARC/2019/01/R,Betacoronavirus 1,11,4.9 kDa non-structural protein
UVC33119,Bovine coronavirus,GenBank,,OP037390,MARC/2019/02/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33120,Bovine coronavirus,GenBank,,OP037390,MARC/2019/02/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33121,Bovine coronavirus,GenBank,,OP037390,MARC/2019/02/R,Betacoronavirus 1,1363,spike protein
UVC33122,Bovine coronavirus,GenBank,,OP037390,MARC/2019/02/R,Betacoronavirus 1,448,nucleocapsid protein
UVC33123,Bovine coronavirus,GenBank,,OP037390,MARC/2019/02/R,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33124,Bovine coronavirus,GenBank,,OP037390,MARC/2019/02/R,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33125,Bovine coronavirus,GenBank,,OP037390,MARC/2019/02/R,Betacoronavirus 1,230,membrane protein
UVC33126,Bovine coronavirus,GenBank,,OP037390,MARC/2019/02/R,Betacoronavirus 1,207,internal protein
UVC33127,Bovine coronavirus,GenBank,,OP037390,MARC/2019/02/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33128,Bovine coronavirus,GenBank,,OP037390,MARC/2019/02/R,Betacoronavirus 1,84,envelope protein
UVC33129,Bovine coronavirus,GenBank,,OP037390,MARC/2019/02/R,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33130,Bovine coronavirus,GenBank,,OP037390,MARC/2019/02/R,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33131,Bovine coronavirus,GenBank,,OP037391,MARC/2020/01/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33132,Bovine coronavirus,GenBank,,OP037391,MARC/2020/01/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33133,Bovine coronavirus,GenBank,,OP037391,MARC/2020/01/R,Betacoronavirus 1,1363,spike protein
UVC33134,Bovine coronavirus,GenBank,,OP037391,MARC/2020/01/R,Betacoronavirus 1,448,nucleocapsid protein
UVC33135,Bovine coronavirus,GenBank,,OP037391,MARC/2020/01/R,Betacoronavirus 1,428,hemagglutinin-esterase
UVC33136,Bovine coronavirus,GenBank,,OP037391,MARC/2020/01/R,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33137,Bovine coronavirus,GenBank,,OP037391,MARC/2020/01/R,Betacoronavirus 1,230,membrane protein
UVC33138,Bovine coronavirus,GenBank,,OP037391,MARC/2020/01/R,Betacoronavirus 1,207,internal protein
UVC33139,Bovine coronavirus,GenBank,,OP037391,MARC/2020/01/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33140,Bovine coronavirus,GenBank,,OP037391,MARC/2020/01/R,Betacoronavirus 1,84,envelope protein
UVC33141,Bovine coronavirus,GenBank,,OP037391,MARC/2020/01/R,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33142,Bovine coronavirus,GenBank,,OP037391,MARC/2020/01/R,Betacoronavirus 1,7,4.8 kDa non-structural protein
UVC33143,Bovine coronavirus,GenBank,,OP037392,MARC/2020/02/R,Betacoronavirus 1,7093,ORF1ab polyprotein
UVC33144,Bovine coronavirus,GenBank,,OP037392,MARC/2020/02/R,Betacoronavirus 1,4382,ORF1a polyprotein
UVC33145,Bovine coronavirus,GenBank,,OP037392,MARC/2020/02/R,Betacoronavirus 1,1363,spike protein
UVC33146,Bovine coronavirus,GenBank,,OP037392,MARC/2020/02/R,Betacoronavirus 1,448,nucleocapsid protein
UVC33147,Bovine coronavirus,GenBank,,OP037392,MARC/2020/02/R,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33148,Bovine coronavirus,GenBank,,OP037392,MARC/2020/02/R,Betacoronavirus 1,267,32 kDa non-structural protein
UVC33149,Bovine coronavirus,GenBank,,OP037392,MARC/2020/02/R,Betacoronavirus 1,230,membrane protein
UVC33150,Bovine coronavirus,GenBank,,OP037392,MARC/2020/02/R,Betacoronavirus 1,207,internal protein
UVC33151,Bovine coronavirus,GenBank,,OP037392,MARC/2020/02/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33152,Bovine coronavirus,GenBank,,OP037392,MARC/2020/02/R,Betacoronavirus 1,84,envelope protein
UVC33153,Bovine coronavirus,GenBank,,OP037392,MARC/2020/02/R,Betacoronavirus 1,41,4.8 kDa non-structural protein
UVC33154,Bovine coronavirus,GenBank,,OP037392,MARC/2020/02/R,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33155,Bovine coronavirus,GenBank,,OP037393,MARC/2020/03/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33156,Bovine coronavirus,GenBank,,OP037393,MARC/2020/03/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33157,Bovine coronavirus,GenBank,,OP037393,MARC/2020/03/R,Betacoronavirus 1,1363,spike protein
UVC33158,Bovine coronavirus,GenBank,,OP037393,MARC/2020/03/R,Betacoronavirus 1,448,nucleocapsid protein
UVC33159,Bovine coronavirus,GenBank,,OP037393,MARC/2020/03/R,Betacoronavirus 1,428,hemagglutinin-esterase
UVC33160,Bovine coronavirus,GenBank,,OP037393,MARC/2020/03/R,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33161,Bovine coronavirus,GenBank,,OP037393,MARC/2020/03/R,Betacoronavirus 1,230,membrane protein
UVC33162,Bovine coronavirus,GenBank,,OP037393,MARC/2020/03/R,Betacoronavirus 1,207,internal protein
UVC33163,Bovine coronavirus,GenBank,,OP037393,MARC/2020/03/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33164,Bovine coronavirus,GenBank,,OP037393,MARC/2020/03/R,Betacoronavirus 1,84,envelope protein
UVC33165,Bovine coronavirus,GenBank,,OP037393,MARC/2020/03/R,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33166,Bovine coronavirus,GenBank,,OP037393,MARC/2020/03/R,Betacoronavirus 1,7,4.8 kDa non-structural protein
UVC33167,Bovine coronavirus,GenBank,,OP037394,MARC/2021/01/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33168,Bovine coronavirus,GenBank,,OP037394,MARC/2021/01/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33169,Bovine coronavirus,GenBank,,OP037394,MARC/2021/01/R,Betacoronavirus 1,1363,spike protein
UVC33170,Bovine coronavirus,GenBank,,OP037394,MARC/2021/01/R,Betacoronavirus 1,448,nucleocapsid protein
UVC33171,Bovine coronavirus,GenBank,,OP037394,MARC/2021/01/R,Betacoronavirus 1,424,hemagglutinin-esterase
UVC33172,Bovine coronavirus,GenBank,,OP037394,MARC/2021/01/R,Betacoronavirus 1,278,32 kDa non-structural protein
UVC33173,Bovine coronavirus,GenBank,,OP037394,MARC/2021/01/R,Betacoronavirus 1,230,membrane protein
UVC33174,Bovine coronavirus,GenBank,,OP037394,MARC/2021/01/R,Betacoronavirus 1,207,internal protein
UVC33175,Bovine coronavirus,GenBank,,OP037394,MARC/2021/01/R,Betacoronavirus 1,109,12.7 kDa non-structural protein
UVC33176,Bovine coronavirus,GenBank,,OP037394,MARC/2021/01/R,Betacoronavirus 1,84,envelope protein
UVC33177,Bovine coronavirus,GenBank,,OP037394,MARC/2021/01/R,Betacoronavirus 1,29,4.9 kDa non-structural protein
UVC33178,Bovine coronavirus,GenBank,,OP037394,MARC/2021/01/R,Betacoronavirus 1,25,4.8 kDa non-structural protein
UVC33179,Bovine coronavirus,GenBank,,OP037395,MARC/2021/02/R,Betacoronavirus 1,7094,ORF1ab polyprotein
UVC33180,Bovine coronavirus,GenBank,,OP037395,MARC/2021/02/R,Betacoronavirus 1,4383,ORF1a polyprotein
UVC33181,Bovine coronavirus,GenBank,,OP037395,MARC/2021/02/R,Betacoronavirus 1,1363,spike protein
UVC33182,Bovine coronavirus,GenBank,,OP037395,MARC/2021/02/R,Betacoronavirus 1,445,nucleocapsid protein
