Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Isolate,Species,Length,Protein
QVL91813,Canine coronavirus,GenBank,,MW591993,CCoV-HuPn-2018,Alphacoronavirus 1,71,ORF3b protein
QVL91814,Canine coronavirus,GenBank,,MW591993,CCoV-HuPn-2018,Alphacoronavirus 1,244,ORF3c protein
QVL91815,Canine coronavirus,GenBank,,MW591993,CCoV-HuPn-2018,Alphacoronavirus 1,81,envelope protein
QVL91816,Canine coronavirus,GenBank,,MW591993,CCoV-HuPn-2018,Alphacoronavirus 1,261,membrane protein
QVL91817,Canine coronavirus,GenBank,,MW591993,CCoV-HuPn-2018,Alphacoronavirus 1,370,nucleocapsid phosphoprotein
QVL91818,Canine coronavirus,GenBank,,MW591993,CCoV-HuPn-2018,Alphacoronavirus 1,101,ORF7a
QVL91819,Canine coronavirus,GenBank,,MW591993,CCoV-HuPn-2018,Alphacoronavirus 1,34,truncated ORF7b
QUP51974,Canine coronavirus,GenBank,,MT259779,,Alphacoronavirus 1,73,membrane protein
QUP51975,Canine coronavirus,GenBank,,MT259780,,Alphacoronavirus 1,73,membrane protein
QRW71837,Canine coronavirus,GenBank,,MT166674,CCV-S-QN-3,Alphacoronavirus 1,1453,S protein
QRW71838,Canine coronavirus,GenBank,,MT166675,CCV-S-QN-2,Alphacoronavirus 1,1453,S protein
QRW71839,Canine coronavirus,GenBank,,MT166676,CCV-S-QN-30,Alphacoronavirus 1,1453,S protein
QTF66025,Canine coronavirus 2,GenBank,,MW505904,,Alphacoronavirus 1,382,nucleocapsid
QTF66026,Canine coronavirus 2,GenBank,,MW505905,,Alphacoronavirus 1,101,7a
AWN00650,Canine coronavirus 2,GenBank,,MF095847,,Alphacoronavirus 1,1454,spike
AWN00651,Canine coronavirus 2,GenBank,,MF095847,,Alphacoronavirus 1,99,3a
AWN00652,Canine coronavirus 2,GenBank,,MF095847,,Alphacoronavirus 1,244,3c
AWN00653,Canine coronavirus 2,GenBank,,MF095847,,Alphacoronavirus 1,82,envelope
AWN00654,Canine coronavirus 2,GenBank,,MF095847,,Alphacoronavirus 1,262,matrix
AWN00655,Canine coronavirus 2,GenBank,,MF095847,,Alphacoronavirus 1,382,nucleocapsid
AWN00656,Canine coronavirus 2,GenBank,,MF095848,,Alphacoronavirus 1,1453,spike
AWN00657,Canine coronavirus 2,GenBank,,MF095848,,Alphacoronavirus 1,99,3a
AWN00658,Canine coronavirus 2,GenBank,,MF095848,,Alphacoronavirus 1,244,3c
AWN00659,Canine coronavirus 2,GenBank,,MF095848,,Alphacoronavirus 1,82,envelope
AWN00660,Canine coronavirus 2,GenBank,,MF095848,,Alphacoronavirus 1,261,matrix
AWN00661,Canine coronavirus 2,GenBank,,MF095848,,Alphacoronavirus 1,382,nucleocapsid
AWN00662,Canine coronavirus 2,GenBank,,MF095848,,Alphacoronavirus 1,101,7a
AWN00663,Canine coronavirus 2,GenBank,,MF095849,,Alphacoronavirus 1,1452,spike
AWN00664,Canine coronavirus 2,GenBank,,MF095849,,Alphacoronavirus 1,99,3a
AWN00665,Canine coronavirus 2,GenBank,,MF095849,,Alphacoronavirus 1,71,3b
AWN00666,Canine coronavirus 2,GenBank,,MF095849,,Alphacoronavirus 1,244,3c
AWN00667,Canine coronavirus 2,GenBank,,MF095849,,Alphacoronavirus 1,82,envelope
AWN00668,Canine coronavirus 2,GenBank,,MF095849,,Alphacoronavirus 1,262,matrix
AWN00669,Canine coronavirus 2,GenBank,,MF095849,,Alphacoronavirus 1,382,nucleocapsid
AWN00670,Canine coronavirus 2,GenBank,,MF095849,,Alphacoronavirus 1,101,7a
AWN00671,Canine coronavirus 2,GenBank,,MF095850,,Alphacoronavirus 1,1452,spike
AWN00672,Canine coronavirus 2,GenBank,,MF095850,,Alphacoronavirus 1,99,3a
AWN00673,Canine coronavirus 2,GenBank,,MF095850,,Alphacoronavirus 1,71,3b
AWN00674,Canine coronavirus 2,GenBank,,MF095850,,Alphacoronavirus 1,244,3c
AWN00675,Canine coronavirus 2,GenBank,,MF095850,,Alphacoronavirus 1,82,envelope
AWN00676,Canine coronavirus 2,GenBank,,MF095850,,Alphacoronavirus 1,262,matrix
AWN00677,Canine coronavirus 2,GenBank,,MF095850,,Alphacoronavirus 1,382,nucleocapsid
AWN00678,Canine coronavirus 2,GenBank,,MF095850,,Alphacoronavirus 1,101,7a
AWN00679,Canine coronavirus 2,GenBank,,MF095851,,Alphacoronavirus 1,1454,spike
AWN00680,Canine coronavirus 2,GenBank,,MF095851,,Alphacoronavirus 1,99,3a
AWN00681,Canine coronavirus 2,GenBank,,MF095851,,Alphacoronavirus 1,244,3c
AWN00682,Canine coronavirus 2,GenBank,,MF095851,,Alphacoronavirus 1,82,envelope
AWN00683,Canine coronavirus 2,GenBank,,MF095851,,Alphacoronavirus 1,262,matrix
AWN00684,Canine coronavirus 2,GenBank,,MF095851,,Alphacoronavirus 1,382,nucleocapsid
AWN00685,Canine coronavirus 2,GenBank,,MF095851,,Alphacoronavirus 1,101,7a
AWN00686,Canine coronavirus 2,GenBank,,MF095851,,Alphacoronavirus 1,213,7b
AWN00687,Canine coronavirus 2,GenBank,,MF095852,,Alphacoronavirus 1,1454,spike
AWN00688,Canine coronavirus 2,GenBank,,MF095852,,Alphacoronavirus 1,99,3a
AWN00689,Canine coronavirus 2,GenBank,,MF095852,,Alphacoronavirus 1,244,3c
AWN00690,Canine coronavirus 2,GenBank,,MF095852,,Alphacoronavirus 1,82,envelope
AWN00691,Canine coronavirus 2,GenBank,,MF095852,,Alphacoronavirus 1,262,matrix
AWN00692,Canine coronavirus 2,GenBank,,MF095852,,Alphacoronavirus 1,382,nucleocapsid
AWN00693,Canine coronavirus 2,GenBank,,MF095852,,Alphacoronavirus 1,101,7a
AWN00694,Canine coronavirus 2,GenBank,,MF095852,,Alphacoronavirus 1,213,7b
AWN00695,Canine coronavirus 2,GenBank,,MF095853,,Alphacoronavirus 1,1454,spike
AWN00696,Canine coronavirus 2,GenBank,,MF095853,,Alphacoronavirus 1,99,3a
AWN00697,Canine coronavirus 2,GenBank,,MF095853,,Alphacoronavirus 1,244,3c
AWN00698,Canine coronavirus 2,GenBank,,MF095853,,Alphacoronavirus 1,82,envelope
AWN00699,Canine coronavirus 2,GenBank,,MF095853,,Alphacoronavirus 1,262,matrix
AWN00700,Canine coronavirus 2,GenBank,,MF095853,,Alphacoronavirus 1,382,nucleocapsid
AWN00701,Canine coronavirus 2,GenBank,,MF095853,,Alphacoronavirus 1,101,7a
AWN00702,Canine coronavirus 2,GenBank,,MF095853,,Alphacoronavirus 1,213,7b
AWN00703,Canine coronavirus 2,GenBank,,MF095854,,Alphacoronavirus 1,1454,spike
AWN00704,Canine coronavirus 2,GenBank,,MF095854,,Alphacoronavirus 1,99,3a
AWN00705,Canine coronavirus 2,GenBank,,MF095854,,Alphacoronavirus 1,71,3b
AWN00706,Canine coronavirus 2,GenBank,,MF095854,,Alphacoronavirus 1,244,3c
AWN00707,Canine coronavirus 2,GenBank,,MF095854,,Alphacoronavirus 1,82,envelope
AWN00708,Canine coronavirus 2,GenBank,,MF095854,,Alphacoronavirus 1,262,matrix
AWN00709,Canine coronavirus 2,GenBank,,MF095854,,Alphacoronavirus 1,382,nucleocapsid
AWN00710,Canine coronavirus 2,GenBank,,MF095854,,Alphacoronavirus 1,101,7a
AWN00711,Canine coronavirus 2,GenBank,,MF095854,,Alphacoronavirus 1,213,7b
AWN00712,Canine coronavirus 2,GenBank,,MF095855,,Alphacoronavirus 1,1454,spike
AWN00713,Canine coronavirus 2,GenBank,,MF095855,,Alphacoronavirus 1,99,3a
AWN00714,Canine coronavirus 2,GenBank,,MF095855,,Alphacoronavirus 1,244,3c
AWN00715,Canine coronavirus 2,GenBank,,MF095855,,Alphacoronavirus 1,82,envelope
AWN00716,Canine coronavirus 2,GenBank,,MF095855,,Alphacoronavirus 1,262,matrix
AWN00717,Canine coronavirus 2,GenBank,,MF095855,,Alphacoronavirus 1,382,nucleocapsid
AWN00718,Canine coronavirus 2,GenBank,,MF095855,,Alphacoronavirus 1,101,7a
AWN00719,Canine coronavirus 2,GenBank,,MF095855,,Alphacoronavirus 1,213,7b
QSL97363,Canine coronavirus,GenBank,,MT250796,,Alphacoronavirus 1,101,spike protein
QSL97364,Canine coronavirus,GenBank,,MT250797,,Alphacoronavirus 1,93,spike protein
QSL97365,Canine coronavirus,GenBank,,MT250798,,Alphacoronavirus 1,92,spike protein
QSL97366,Canine coronavirus,GenBank,,MT250799,,Alphacoronavirus 1,211,spike protein
QSL97367,Canine coronavirus,GenBank,,MT250800,,Alphacoronavirus 1,202,spike protein
QSL97368,Canine coronavirus,GenBank,,MT250801,,Alphacoronavirus 1,202,spike protein
QSL97369,Canine coronavirus,GenBank,,MT250802,,Alphacoronavirus 1,202,spike protein
QSL97370,Canine coronavirus,GenBank,,MT250803,,Alphacoronavirus 1,115,membrane protein
QSL97371,Canine coronavirus,GenBank,,MT250804,,Alphacoronavirus 1,118,membrane protein
QSL97372,Canine coronavirus,GenBank,,MT250805,,Alphacoronavirus 1,122,membrane protein
QSL97373,Canine coronavirus,GenBank,,MT250806,,Alphacoronavirus 1,114,membrane protein
QSL97374,Canine coronavirus,GenBank,,MT250807,,Alphacoronavirus 1,121,membrane protein
QSL97375,Canine coronavirus,GenBank,,MT250808,,Alphacoronavirus 1,120,membrane protein
QSL97376,Canine coronavirus,GenBank,,MT250809,,Alphacoronavirus 1,120,membrane protein
QSL97377,Canine coronavirus,GenBank,,MT250810,,Alphacoronavirus 1,114,membrane protein
QSL97378,Canine coronavirus,GenBank,,MT250811,,Alphacoronavirus 1,119,membrane protein
QSL97379,Canine coronavirus,GenBank,,MT250812,,Alphacoronavirus 1,123,membrane protein
QSL97380,Canine coronavirus,GenBank,,MT250813,,Alphacoronavirus 1,98,membrane protein
QSL97381,Canine coronavirus,GenBank,,MT250814,,Alphacoronavirus 1,121,membrane protein
QSL97382,Canine coronavirus,GenBank,,MT250815,,Alphacoronavirus 1,124,membrane protein
QSL97383,Canine coronavirus,GenBank,,MT250816,,Alphacoronavirus 1,97,membrane protein
QSL97384,Canine coronavirus,GenBank,,MT250817,,Alphacoronavirus 1,123,membrane protein
QSL97385,Canine coronavirus,GenBank,,MT250818,,Alphacoronavirus 1,120,membrane protein
QSL97386,Canine coronavirus,GenBank,,MT250819,,Alphacoronavirus 1,123,membrane protein
QNL15840,Canine coronavirus,GenBank,,MT919267,,Alphacoronavirus 1,1453,spike protein
QNL15841,Canine coronavirus,GenBank,,MT919267,,Alphacoronavirus 1,78,3a protein
QNL15842,Canine coronavirus,GenBank,,MT919267,,Alphacoronavirus 1,71,3b protein
QNL15843,Canine coronavirus,GenBank,,MT919267,,Alphacoronavirus 1,244,3c protein
QNL15844,Canine coronavirus,GenBank,,MT919267,,Alphacoronavirus 1,82,E protein
QNL15845,Canine coronavirus,GenBank,,MT919267,,Alphacoronavirus 1,261,M protein
QNL15846,Canine coronavirus,GenBank,,MT919267,,Alphacoronavirus 1,382,N protein
QNL15847,Canine coronavirus,GenBank,,MT919267,,Alphacoronavirus 1,101,7a protein
QNL15848,Canine coronavirus,GenBank,,MT919267,,Alphacoronavirus 1,213,7b protein
QNL15849,Canine coronavirus,GenBank,,MT919267,,Alphacoronavirus 1,5,ORF1ab polyprotein
QQZ00174,Canine coronavirus,GenBank,,MT136057,QN-22,Alphacoronavirus 1,263,M protein
QQZ00175,Canine coronavirus,GenBank,,MT136058,QN-19,Alphacoronavirus 1,264,M protein
QQZ00176,Canine coronavirus,GenBank,,MT136059,QN-3,Alphacoronavirus 1,263,M protein
QQZ00177,Canine coronavirus,GenBank,,MT136060,QN-2,Alphacoronavirus 1,263,M protein
QQZ00178,Canine coronavirus,GenBank,,MT136061,YD-27,Alphacoronavirus 1,264,M protein
QQZ00179,Canine coronavirus,GenBank,,MT136062,NS-24,Alphacoronavirus 1,262,M protein
QQZ00180,Canine coronavirus,GenBank,,MT136063,NS-25,Alphacoronavirus 1,263,M protein
QQZ00181,Canine coronavirus,GenBank,,MT136064,NS-23,Alphacoronavirus 1,263,M protein
QQZ00182,Canine coronavirus,GenBank,,MT136065,NS-22,Alphacoronavirus 1,262,M protein
QQZ00183,Canine coronavirus,GenBank,,MT136066,NS-17,Alphacoronavirus 1,263,M protein
QQZ00184,Canine coronavirus,GenBank,,MT136067,NS-20,Alphacoronavirus 1,263,M protein
QQZ00185,Canine coronavirus,GenBank,,MT136068,NS-14,Alphacoronavirus 1,263,M protein
QQZ00186,Canine coronavirus,GenBank,,MT136069,NS-6,Alphacoronavirus 1,263,M protein
QQZ00187,Canine coronavirus,GenBank,,MT136070,LL-21,Alphacoronavirus 1,264,M protein
QQZ00188,Canine coronavirus,GenBank,,MT136071,LL-19,Alphacoronavirus 1,263,M protein
QQZ00189,Canine coronavirus,GenBank,,MT136072,LL-11,Alphacoronavirus 1,264,M protein
QQZ00190,Canine coronavirus,GenBank,,MT136073,LL-7,Alphacoronavirus 1,264,M protein
QQZ00191,Canine coronavirus,GenBank,,MT136074,NS-28,Alphacoronavirus 1,262,M protein
QQZ00192,Canine coronavirus,GenBank,,MT136075,NS-26,Alphacoronavirus 1,263,M protein
QQZ00193,Canine coronavirus,GenBank,,MT136076,GM-23,Alphacoronavirus 1,263,M protein
QQZ00194,Canine coronavirus,GenBank,,MT136077,GM-14,Alphacoronavirus 1,263,M protein
QQZ00195,Canine coronavirus,GenBank,,MT136078,GM-13,Alphacoronavirus 1,263,M protein
QQZ00196,Canine coronavirus,GenBank,,MT136079,GM-11,Alphacoronavirus 1,263,M protein
QQZ00197,Canine coronavirus,GenBank,,MT136080,C4,Alphacoronavirus 1,263,M protein
QQZ00198,Canine coronavirus,GenBank,,MT136081,C2,Alphacoronavirus 1,263,M protein
QQZ00199,Canine coronavirus,GenBank,,MT136082,C3,Alphacoronavirus 1,263,M protein
QQZ00200,Canine coronavirus,GenBank,,MT136083,C8,Alphacoronavirus 1,263,M protein
QQZ00201,Canine coronavirus,GenBank,,MT136084,C10,Alphacoronavirus 1,263,M protein
QQZ00202,Canine coronavirus,GenBank,,MT136085,C6,Alphacoronavirus 1,263,M protein
QQZ00203,Canine coronavirus,GenBank,,MT136086,GM-7,Alphacoronavirus 1,263,M protein
QQZ00204,Canine coronavirus,GenBank,,MT136087,GM-10,Alphacoronavirus 1,263,M protein
QQZ00205,Canine coronavirus,GenBank,,MT136088,GM-26,Alphacoronavirus 1,263,M protein
QQZ00206,Canine coronavirus,GenBank,,MT136089,BL-15,Alphacoronavirus 1,263,M protein
QQZ00207,Canine coronavirus,GenBank,,MT136090,BL-11,Alphacoronavirus 1,263,M protein
QQZ00208,Canine coronavirus,GenBank,,MT136091,BL-10,Alphacoronavirus 1,256,M protein
QQZ00209,Canine coronavirus,GenBank,,MT136092,BL-7,Alphacoronavirus 1,263,M protein
QQZ00210,Canine coronavirus,GenBank,,MT136093,B3,Alphacoronavirus 1,263,M protein
QQZ00211,Canine coronavirus,GenBank,,MT136094,B1,Alphacoronavirus 1,263,M protein
QQZ00212,Canine coronavirus,GenBank,,MT136095,BL-25,Alphacoronavirus 1,263,M protein
QQZ00213,Canine coronavirus,GenBank,,MT136096,BL-17,Alphacoronavirus 1,263,M protein
QQZ00214,Canine coronavirus,GenBank,,MT136097,A10,Alphacoronavirus 1,263,M protein
QQZ00215,Canine coronavirus,GenBank,,MT136098,A9,Alphacoronavirus 1,263,M protein
QQZ00216,Canine coronavirus,GenBank,,MT136099,A11,Alphacoronavirus 1,263,M protein
QQZ00217,Canine coronavirus,GenBank,,MT136100,A7,Alphacoronavirus 1,263,M protein
QQZ00218,Canine coronavirus,GenBank,,MT136101,A6,Alphacoronavirus 1,263,M protein
QQZ00219,Canine coronavirus,GenBank,,MT136102,A5,Alphacoronavirus 1,263,M protein
QQZ00220,Canine coronavirus,GenBank,,MT136103,A2,Alphacoronavirus 1,263,M protein
QQZ00221,Canine coronavirus,GenBank,,MT136104,A3,Alphacoronavirus 1,263,M protein
QQY97020,Canine coronavirus,GenBank,,MW383487,CCoV/7/2020/AUS,Alphacoronavirus 1,1457,spike protein
QQY97021,Canine coronavirus,GenBank,,MW383487,CCoV/7/2020/AUS,Alphacoronavirus 1,382,nucleocapsid protein
QQY97022,Canine coronavirus,GenBank,,MW383487,CCoV/7/2020/AUS,Alphacoronavirus 1,261,membrane protein
QQY97023,Canine coronavirus,GenBank,,MW383487,CCoV/7/2020/AUS,Alphacoronavirus 1,244,nonstructural protein 3c
QQY97024,Canine coronavirus,GenBank,,MW383487,CCoV/7/2020/AUS,Alphacoronavirus 1,213,nonstructural protein 7b
QQY97025,Canine coronavirus,GenBank,,MW383487,CCoV/7/2020/AUS,Alphacoronavirus 1,101,nonstructural protein 7a
QQY97026,Canine coronavirus,GenBank,,MW383487,CCoV/7/2020/AUS,Alphacoronavirus 1,82,envelope protein
QQY97027,Canine coronavirus,GenBank,,MW383487,CCoV/7/2020/AUS,Alphacoronavirus 1,78,nonstructural protein 3a
QQY97028,Canine coronavirus,GenBank,,MW383487,CCoV/7/2020/AUS,Alphacoronavirus 1,71,nonstructural protein 3b
QQM19073,Canine coronavirus,GenBank,,MW147006,CcoV-IIa/Sardinia/Ivana,Alphacoronavirus 1,53,polyprotein
QQM19074,Canine coronavirus,GenBank,,MW147006,CcoV-IIa/Sardinia/Ivana,Alphacoronavirus 1,182,spike protein
QQM19075,Canine coronavirus,GenBank,,MW147007,CcoV-IIa/Sardinia/Tiricca,Alphacoronavirus 1,53,polyprotein
QQM19076,Canine coronavirus,GenBank,,MW147007,CcoV-IIa/Sardinia/Tiricca,Alphacoronavirus 1,182,spike protein
QQM19077,Canine coronavirus,GenBank,,MW147008,CcoV-IIa/Sardinia/Greta,Alphacoronavirus 1,46,polyprotein
QQM19078,Canine coronavirus,GenBank,,MW147008,CcoV-IIa/Sardinia/Greta,Alphacoronavirus 1,188,spike protein
QQM19079,Canine coronavirus,GenBank,,MW186832,CcoV-IIa/Sardinia/Llosa,Alphacoronavirus 1,182,spike protein
QQM19080,Canine coronavirus,GenBank,,MW186832,CcoV-IIa/Sardinia/Llosa,Alphacoronavirus 1,53,polyprotein
QQM19081,Canine coronavirus,GenBank,,MW186833,CcoV-IIa/Sardinia/Gala,Alphacoronavirus 1,183,spike protein
QQM19082,Canine coronavirus,GenBank,,MW186833,CcoV-IIa/Sardinia/Gala,Alphacoronavirus 1,53,polyprotein
QQM19088,Canine coronavirus,GenBank,,MW186839,CcoV-I/Sardinia/Greta,Alphacoronavirus 1,57,transmembrane protein
QQM19089,Canine coronavirus,GenBank,,MW186840,CcoV-I/Sardinia/Ivana,Alphacoronavirus 1,57,transmembrane protein
QQM19090,Canine coronavirus,GenBank,,MW186841,CcoV-I/Sardinia/Kelly,Alphacoronavirus 1,57,transmembrane protein
QQM19091,Canine coronavirus,GenBank,,MW186842,CcoV-I/Sardinia/Llosa,Alphacoronavirus 1,57,transmembrane protein
QQA04972,Canine coronavirus,GenBank,,MT877072,,Alphacoronavirus 1,106,membrane protein
QQA04973,Canine coronavirus,GenBank,,MT906864,,Alphacoronavirus 1,6684,ORF1ab polyprotein
QQA04974,Canine coronavirus,GenBank,,MT906864,,Alphacoronavirus 1,4017,ORF1a polyprotein
QQA04975,Canine coronavirus,GenBank,,MT906864,,Alphacoronavirus 1,1475,spike protein
QQA04976,Canine coronavirus,GenBank,,MT906864,,Alphacoronavirus 1,78,ORF3a protein
QQA04977,Canine coronavirus,GenBank,,MT906864,,Alphacoronavirus 1,71,ORF3b protein
QQA04978,Canine coronavirus,GenBank,,MT906864,,Alphacoronavirus 1,244,ORF3c protein
QQA04979,Canine coronavirus,GenBank,,MT906864,,Alphacoronavirus 1,82,envelope protein
QQA04980,Canine coronavirus,GenBank,,MT906864,,Alphacoronavirus 1,287,membrane protein
QQA04981,Canine coronavirus,GenBank,,MT906864,,Alphacoronavirus 1,382,nucleocapsid protein
QQA04982,Canine coronavirus,GenBank,,MT906864,,Alphacoronavirus 1,101,ORF7a protein
QQA04983,Canine coronavirus,GenBank,,MT906864,,Alphacoronavirus 1,213,ORF7b protein
QQA04984,Canine coronavirus,GenBank,,MT906865,,Alphacoronavirus 1,6681,ORF1ab polyprotein
QQA04985,Canine coronavirus,GenBank,,MT906865,,Alphacoronavirus 1,4014,ORF1a polyprotein
QQA04986,Canine coronavirus,GenBank,,MT906865,,Alphacoronavirus 1,1457,spike protein
QQA04987,Canine coronavirus,GenBank,,MT906865,,Alphacoronavirus 1,78,ORF3a protein
QQA04988,Canine coronavirus,GenBank,,MT906865,,Alphacoronavirus 1,71,ORF3b protein
QQA04989,Canine coronavirus,GenBank,,MT906865,,Alphacoronavirus 1,244,ORF3c protein
QQA04990,Canine coronavirus,GenBank,,MT906865,,Alphacoronavirus 1,82,envelope protein
QQA04991,Canine coronavirus,GenBank,,MT906865,,Alphacoronavirus 1,288,membrane protein
QQA04992,Canine coronavirus,GenBank,,MT906865,,Alphacoronavirus 1,382,nucleocapsid protein
QQA04993,Canine coronavirus,GenBank,,MT906865,,Alphacoronavirus 1,101,ORF7a protein
QQA04994,Canine coronavirus,GenBank,,MT906865,,Alphacoronavirus 1,213,ORF7b protein
QPP11500,Canine coronavirus,GenBank,,MN603472,,Alphacoronavirus 1,136,membrane protein
QPP11501,Canine coronavirus,GenBank,,MN603473,,Alphacoronavirus 1,137,membrane protein
QPP11502,Canine coronavirus,GenBank,,MN603474,,Alphacoronavirus 1,137,membrane protein
QPP11503,Canine coronavirus,GenBank,,MN603475,,Alphacoronavirus 1,137,membrane protein
QPP11504,Canine coronavirus,GenBank,,MN603476,,Alphacoronavirus 1,134,membrane protein
QPP11505,Canine coronavirus,GenBank,,MN603477,,Alphacoronavirus 1,137,membrane protein
QPP11506,Canine coronavirus,GenBank,,MN603478,,Alphacoronavirus 1,137,membrane protein
QPP11507,Canine coronavirus,GenBank,,MN603479,,Alphacoronavirus 1,137,membrane protein
QPP11508,Canine coronavirus,GenBank,,MN603480,,Alphacoronavirus 1,137,membrane protein
QPP11509,Canine coronavirus,GenBank,,MN603481,,Alphacoronavirus 1,137,membrane protein
QPP11510,Canine coronavirus,GenBank,,MN603482,,Alphacoronavirus 1,137,membrane protein
QPP11511,Canine coronavirus,GenBank,,MN603483,,Alphacoronavirus 1,137,membrane protein
QPP11512,Canine coronavirus,GenBank,,MN603484,,Alphacoronavirus 1,137,membrane protein
QPP11513,Canine coronavirus,GenBank,,MN603485,,Alphacoronavirus 1,137,membrane protein
QPP11514,Canine coronavirus,GenBank,,MN603486,,Alphacoronavirus 1,137,membrane protein
QPP11515,Canine coronavirus,GenBank,,MN603487,,Alphacoronavirus 1,137,membrane protein
QPP11516,Canine coronavirus,GenBank,,MN603488,,Alphacoronavirus 1,137,membrane protein
QPP11517,Canine coronavirus,GenBank,,MN603489,,Alphacoronavirus 1,137,membrane protein
QPP11518,Canine coronavirus,GenBank,,MN603490,,Alphacoronavirus 1,137,membrane protein
QPP11519,Canine coronavirus,GenBank,,MN603491,,Alphacoronavirus 1,134,membrane protein
QPP11520,Canine coronavirus,GenBank,,MN603492,,Alphacoronavirus 1,135,membrane protein
QPP11521,Canine coronavirus,GenBank,,MN603493,,Alphacoronavirus 1,120,membrane protein
QOC68723,Canine coronavirus,GenBank,,MN831159,BJ2019canineCoV02,Alphacoronavirus 1,134,RdRp
QOC68724,Canine coronavirus,GenBank,,MN831160,BJ2019canineCoV03,Alphacoronavirus 1,129,RdRp
QOC68725,Canine coronavirus,GenBank,,MN831161,BJ2019canineCoV04,Alphacoronavirus 1,129,RdRp
QOC68726,Canine coronavirus,GenBank,,MN831162,BJ2019canineCoV05,Alphacoronavirus 1,133,RdRp
QOC68727,Canine coronavirus,GenBank,,MN831163,BJ2019canineCoV06,Alphacoronavirus 1,134,RdRp
QOC68728,Canine coronavirus,GenBank,,MN831164,BJ2019canineCoV07,Alphacoronavirus 1,129,RdRp
QOC68729,Canine coronavirus,GenBank,,MN831165,BJ2019canineCoV08,Alphacoronavirus 1,131,RdRp
QOC68730,Canine coronavirus,GenBank,,MN831166,BJ2019canineCoV09,Alphacoronavirus 1,133,RdRp
QOC68731,Canine coronavirus,GenBank,,MN831167,BJ2019canineCoV10,Alphacoronavirus 1,134,RdRp
