Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Species,Length,Protein
QGW51553,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654986,Middle East respiratory syndrome-related coronavirus,109,ORF4a
QGW51554,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654986,Middle East respiratory syndrome-related coronavirus,246,ORF4b
QGW51555,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654986,Middle East respiratory syndrome-related coronavirus,224,ORF5
QGW51556,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654986,Middle East respiratory syndrome-related coronavirus,82,E protein
QGW51557,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654986,Middle East respiratory syndrome-related coronavirus,219,M protein
QGW51558,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654986,Middle East respiratory syndrome-related coronavirus,413,N protein
QGW51559,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654987,Middle East respiratory syndrome-related coronavirus,4391,ORF1a
QGW51560,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654987,Middle East respiratory syndrome-related coronavirus,7078,ORF1ab
QGW51561,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654987,Middle East respiratory syndrome-related coronavirus,1353,S protein
QGW51562,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654987,Middle East respiratory syndrome-related coronavirus,103,ORF3
QGW51563,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654987,Middle East respiratory syndrome-related coronavirus,109,ORF4a
QGW51564,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654987,Middle East respiratory syndrome-related coronavirus,246,ORF4b
QGW51565,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654987,Middle East respiratory syndrome-related coronavirus,224,ORF5
QGW51566,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654987,Middle East respiratory syndrome-related coronavirus,82,E protein
QGW51567,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654987,Middle East respiratory syndrome-related coronavirus,219,M protein
QGW51568,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654987,Middle East respiratory syndrome-related coronavirus,413,N protein
QGW51569,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654988,Middle East respiratory syndrome-related coronavirus,4391,ORF1a
QGW51570,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654988,Middle East respiratory syndrome-related coronavirus,7078,ORF1ab
QGW51571,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654988,Middle East respiratory syndrome-related coronavirus,1353,S protein
QGW51572,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654988,Middle East respiratory syndrome-related coronavirus,103,ORF3
QGW51573,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654988,Middle East respiratory syndrome-related coronavirus,109,ORF4a
QGW51574,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654988,Middle East respiratory syndrome-related coronavirus,246,ORF4b
QGW51575,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654988,Middle East respiratory syndrome-related coronavirus,224,ORF5
QGW51576,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654988,Middle East respiratory syndrome-related coronavirus,82,E protein
QGW51577,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654988,Middle East respiratory syndrome-related coronavirus,219,M protein
QGW51578,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654988,Middle East respiratory syndrome-related coronavirus,413,N protein
QGW51579,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654989,Middle East respiratory syndrome-related coronavirus,4391,ORF1a
QGW51580,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654989,Middle East respiratory syndrome-related coronavirus,7078,ORF1ab
QGW51581,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654989,Middle East respiratory syndrome-related coronavirus,1353,S protein
QGW51582,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654989,Middle East respiratory syndrome-related coronavirus,103,ORF3
QGW51583,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654989,Middle East respiratory syndrome-related coronavirus,109,ORF4a
QGW51584,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654989,Middle East respiratory syndrome-related coronavirus,246,ORF4b
QGW51585,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654989,Middle East respiratory syndrome-related coronavirus,224,ORF5
QGW51586,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654989,Middle East respiratory syndrome-related coronavirus,82,E protein
QGW51587,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654989,Middle East respiratory syndrome-related coronavirus,219,M protein
QGW51588,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654989,Middle East respiratory syndrome-related coronavirus,413,N protein
QGW51589,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654990,Middle East respiratory syndrome-related coronavirus,4391,ORF1a
QGW51590,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654990,Middle East respiratory syndrome-related coronavirus,7078,ORF1ab
QGW51591,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654990,Middle East respiratory syndrome-related coronavirus,1353,S protein
QGW51592,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654990,Middle East respiratory syndrome-related coronavirus,103,ORF3
QGW51593,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654990,Middle East respiratory syndrome-related coronavirus,109,ORF4a
QGW51594,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654990,Middle East respiratory syndrome-related coronavirus,246,ORF4b
QGW51595,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654990,Middle East respiratory syndrome-related coronavirus,224,ORF5
QGW51596,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654990,Middle East respiratory syndrome-related coronavirus,82,E protein
QGW51597,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654990,Middle East respiratory syndrome-related coronavirus,219,M protein
QGW51598,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654990,Middle East respiratory syndrome-related coronavirus,413,N protein
QGW51599,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654991,Middle East respiratory syndrome-related coronavirus,4391,ORF1a
QGW51600,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654991,Middle East respiratory syndrome-related coronavirus,7078,ORF1ab
QGW51601,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654991,Middle East respiratory syndrome-related coronavirus,1353,S protein
QGW51602,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654991,Middle East respiratory syndrome-related coronavirus,103,ORF3
QGW51603,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654991,Middle East respiratory syndrome-related coronavirus,109,ORF4a
QGW51604,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654991,Middle East respiratory syndrome-related coronavirus,246,ORF4b
QGW51605,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654991,Middle East respiratory syndrome-related coronavirus,224,ORF5
QGW51606,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654991,Middle East respiratory syndrome-related coronavirus,82,E protein
QGW51607,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654991,Middle East respiratory syndrome-related coronavirus,219,M protein
QGW51608,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654991,Middle East respiratory syndrome-related coronavirus,413,N protein
QGW51609,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654992,Middle East respiratory syndrome-related coronavirus,4391,ORF1a
QGW51610,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654992,Middle East respiratory syndrome-related coronavirus,7078,ORF1ab
QGW51611,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654992,Middle East respiratory syndrome-related coronavirus,1353,S protein
QGW51612,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654992,Middle East respiratory syndrome-related coronavirus,103,ORF3
QGW51613,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654992,Middle East respiratory syndrome-related coronavirus,109,ORF4a
QGW51614,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654992,Middle East respiratory syndrome-related coronavirus,246,ORF4b
QGW51615,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654992,Middle East respiratory syndrome-related coronavirus,224,ORF5
QGW51616,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654992,Middle East respiratory syndrome-related coronavirus,82,E protein
QGW51617,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654992,Middle East respiratory syndrome-related coronavirus,219,M protein
QGW51618,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654992,Middle East respiratory syndrome-related coronavirus,413,N protein
QGW51619,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654993,Middle East respiratory syndrome-related coronavirus,4391,ORF1a
QGW51620,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654993,Middle East respiratory syndrome-related coronavirus,7078,ORF1ab
QGW51621,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654993,Middle East respiratory syndrome-related coronavirus,1353,S protein
QGW51622,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654993,Middle East respiratory syndrome-related coronavirus,103,ORF3
QGW51623,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654993,Middle East respiratory syndrome-related coronavirus,109,ORF4a
QGW51624,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654993,Middle East respiratory syndrome-related coronavirus,246,ORF4b
QGW51625,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654993,Middle East respiratory syndrome-related coronavirus,224,ORF5
QGW51626,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654993,Middle East respiratory syndrome-related coronavirus,82,E protein
QGW51627,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654993,Middle East respiratory syndrome-related coronavirus,219,M protein
QGW51628,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654993,Middle East respiratory syndrome-related coronavirus,413,N protein
QGW51629,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654994,Middle East respiratory syndrome-related coronavirus,4391,ORF1a
QGW51630,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654994,Middle East respiratory syndrome-related coronavirus,7078,ORF1ab
QGW51631,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654994,Middle East respiratory syndrome-related coronavirus,1353,S protein
QGW51632,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654994,Middle East respiratory syndrome-related coronavirus,103,ORF3
QGW51633,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654994,Middle East respiratory syndrome-related coronavirus,109,ORF4a
QGW51634,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654994,Middle East respiratory syndrome-related coronavirus,246,ORF4b
QGW51635,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654994,Middle East respiratory syndrome-related coronavirus,224,ORF5
QGW51636,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654994,Middle East respiratory syndrome-related coronavirus,82,E protein
QGW51637,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654994,Middle East respiratory syndrome-related coronavirus,219,M protein
QGW51638,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654994,Middle East respiratory syndrome-related coronavirus,413,N protein
QGW51639,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654995,Middle East respiratory syndrome-related coronavirus,4391,ORF1a
QGW51640,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654995,Middle East respiratory syndrome-related coronavirus,7078,ORF1ab
QGW51641,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654995,Middle East respiratory syndrome-related coronavirus,1353,S protein
QGW51642,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654995,Middle East respiratory syndrome-related coronavirus,103,ORF3
QGW51643,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654995,Middle East respiratory syndrome-related coronavirus,109,ORF4a
QGW51644,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654995,Middle East respiratory syndrome-related coronavirus,246,ORF4b
QGW51645,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654995,Middle East respiratory syndrome-related coronavirus,224,ORF5
QGW51646,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654995,Middle East respiratory syndrome-related coronavirus,82,E protein
QGW51647,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654995,Middle East respiratory syndrome-related coronavirus,219,M protein
QGW51648,Middle East respiratory syndrome-related coronavirus,GenBank,,MN654995,Middle East respiratory syndrome-related coronavirus,413,N protein
